age,agecat,degree,educ,emailhrs,hrs1,ndegree,netcat,nethrs,sex,sphrs1,srcheng2,tvhours,usecomp,usemail,usenet,useweb,webhrs,hapmar,happy,speduc,rincome,life,income,maeduc,paeduc,marital,postlife,pres96,richwork,satjob,sibs,spdeg,spwrksta,vote96,wrkstat,zodiac,incomdol,rincdol,husbeduc,wifeduc,husbhr,wifehr,husbft,wifeft,cpldifed,prtdifed
40,3,1,14,-1,40,1,1,-1,2,-1,0,1,0,0,0,0,-1,0,3,97,13,0,98,12,16,5,1,0,0,2,5,7,0,2,1,7,-2,21250, , , , , , , ,4
42,3,3,16,2,20,2,3,2.5,2,40,18,2,1,1,1,1,.5,1,1,16,24,1,24,16,18,1,1,2,1,1,1,3,1,1,2,4,-1,-1,16,16,40,20,1,0,0,2
72,5,1,14,1,-1,1,3,4,2,-1,0,-1,0,1,1,1,3,0,1,97,0,1,18,5,5,2,0,2,0,1,3,7,0,1,7,3,45000,-2, , , , , , , ,0
44,3,4,18,1,55,2,3,4,1,-1,1,1,1,1,1,1,3,1,1,16,23,1,23,12,16,1,8,2,2,1,4,3,7,1,1,7,110000,110000,18,16,55, ,1,0,2,4
80,5,1,12,-1,-1,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,2,97,0,2,20,5,6,2,1,2,0,0,1,7,0,1,5,5,67500,-2, , , , , , , ,1
32,2,1,12,-1,45,1,1,-1,1,-1,0,-1,0,0,0,0,-1,1,1,10,12,1,12,4,0,1,0,0,1,2,10,1,7,2,1,1,18750,18750,12,10,45, ,1,0,2,-4
23,1,3,16,7,35,2,5,14,1,-1,1,5,1,1,1,1,7,0,1,97,9,0,9,16,18,5,1,0,0,1,2,7,0,2,2,6,11250,11250, , , , , , , ,2
37,2,1,14,0,56,1,4,10,2,-1,0,2,1,0,1,1,10,0,3,97,14,0,14,6,9,4,2,3,1,2,3,7,0,1,1,4,23750,23750, , , , , , , ,3
83,5,1,15,-1,-1,1,1,-1,1,-1,0,5,0,0,0,0,-1,0,3,97,0,0,17,11,98,5,2,0,1,1,1,7,0,2,5,6,37500,-2, , , , , , , , 
76,5,1,13,-1,-1,1,1,-1,2,-1,0,3,0,0,0,0,-1,0,1,97,0,1,14,10,97,2,1,2,0,1,5,7,0,1,5,11,23750,-2, , , , , , , , 
72,5,3,16,-1,-1,2,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,0,2,20,11,11,2,0,1,1,0,2,7,0,1,5,3,67500,-2, , , , , , , ,0
46,3,3,16,7,48,2,4,8,2,-1,2,3,1,1,1,1,1,0,2,97,18,0,22,16,12,4,1,2,0,1,3,7,0,1,1,10,100000,45000, , , , , , , ,-4
59,4,1,14,14,-1,1,5,21,2,20,22,3,1,1,1,1,7,2,2,19,0,0,19,14,19,1,1,3,0,0,3,4,1,1,5,11,55000,-2,19,14,20, ,1,0,5,5
83,5,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,0,2,9,98,12,2,0,1,0,0,0,7,0,1,5,12,11250,-2, , , , , , , , 
46,3,0,9,-1,30,0,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,10,1,10,12,98,3,0,1,1,2,4,7,0,1,2,2,13750,13750, , , , , , , , 
31,2,1,12,0,48,1,2,.5,2,-1,0,1,1,0,1,1,.5,0,2,97,14,2,14,12,12,5,1,0,9,1,7,7,0,2,1,9,23750,23750, , , , , , , ,0
65,5,4,99,-1,-1,2,1,-1,2,-1,0,6,0,0,0,0,-1,0,1,97,0,1,5,12,12,3,1,3,0,0,3,7,0,1,8,12,5500,-2, , , , , , , ,0
37,2,1,13,-1,40,1,1,-1,1,30,0,3,1,0,0,0,-1,2,3,14,19,0,19,12,98,1,8,1,0,1,3,1,1,1,1,5,55000,55000,13,14,40,30,1,1,-1, 
60,5,0,6,-1,-1,0,1,-1,1,-1,0,-1,0,0,0,0,-1,1,2,10,0,2,6,98,98,1,0,0,0,9,4,0,7,2,7,11,6500,-2,6,10, , ,0,0,-4, 
59,4,4,17,5,56,2,5,20,1,18,9,1,1,1,1,1,15,1,2,14,22,1,23,12,12,1,1,1,1,2,3,1,2,1,1,4,110000,100000,17,14,56,18,1,0,3,0
31,2,3,18,4,18,2,4,6,2,-1,8,0,1,1,1,1,2,0,2,97,3,0,10,14,14,5,1,3,0,1,2,7,0,1,2,12,13750,3500, , , , , , , ,0
31,2,3,16,0,35,2,2,.166666666666667,2,-1,1,2,1,0,1,1,.166666666666667,0,2,97,4,2,8,16,14,3,1,1,1,1,1,7,0,1,2,9,9000,4500, , , , , , , ,-2
21,1,1,12,-1,30,1,1,-1,2,-1,0,5,0,0,0,0,-1,0,2,97,3,2,8,12,12,5,1,0,1,2,2,7,0,3,1,11,9000,3500, , , , , , , ,0
84,5,1,13,-1,-1,1,1,-1,1,-1,0,7,0,0,0,0,-1,0,2,97,0,0,9,15,8,3,1,0,0,0,1,7,0,2,5,6,11250,-2, , , , , , , ,-7
72,5,0,10,-1,-1,0,1,-1,2,-1,0,4,0,0,0,0,-1,0,1,97,0,0,9,12,97,3,2,0,0,1,8,7,0,2,5,9,11250,-2, , , , , , , , 
85,5,0,11,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,0,1,97,0,2,98,98,98,2,0,0,0,1,1,7,0,8,5,9,-2,-2, , , , , , , , 
31,2,1,12,-1,40,1,1,-1,2,-1,0,2,1,0,0,0,-1,0,1,97,11,0,16,11,13,5,1,0,0,2,3,7,0,2,1,8,32500,16250, , , , , , , ,2
67,5,0,9,-1,-1,0,1,-1,1,-1,0,2,0,0,0,0,-1,3,3,8,0,1,8,98,97,1,1,1,0,0,7,0,5,1,5,3,9000,-2,9,8, , ,0,0,1, 
70,5,0,9,-1,22,0,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,3,1,8,8,98,3,0,1,9,2,6,7,0,1,2,12,9000,3500, , , , , , , , 
31,2,3,14,1,-1,2,3,1.16666666666667,2,70,0,-1,1,1,1,1,.166666666666667,1,1,12,9,1,23,16,11,1,0,0,0,1,5,1,1,2,7,4,110000,11250,12,14,70, ,1,0,-2,-5
45,3,4,18,1,-1,2,3,2,2,-1,1,-1,1,1,1,1,1,0,2,97,0,1,11,16,16,3,0,2,0,0,2,7,0,1,6,1,16250,-2, , , , , , , ,0
77,5,1,12,-1,-1,1,1,-1,2,-1,0,2,0,0,0,0,-1,0,1,97,0,0,9,3,3,2,1,1,0,9,7,7,0,1,7,11,11250,-2, , , , , , , ,0
45,3,4,17,.333333333333333,57,2,2,.833333333333333,1,30,1,1,1,1,1,1,.5,1,2,13,18,1,19,14,16,1,1,2,1,1,3,1,2,1,1,1,55000,45000,17,13,57,30,1,0,4,2
39,2,3,16,20,25,2,5,20,2,60,0,0,1,1,1,0,0,3,1,17,1,0,20,14,18,1,1,2,0,1,4,3,1,1,2,10,67500,500,17,16,60,25,1,0,1,4
60,5,3,18,4,50,2,4,6,2,55,1,-1,1,1,1,1,2,1,2,20,16,2,20,11,12,1,0,2,2,1,2,4,1,1,1,4,67500,32500,20,18,55,50,1,1,2,1
30,2,4,16,2,45,2,3,2,2,40,0,3,1,1,1,0,0,1,1,18,16,0,20,12,9,1,1,1,0,1,3,3,1,1,1,12,67500,32500,18,16,40,45,1,1,2,-3
50,4,1,12,.5,49,1,3,2.5,1,80,1,1,1,1,1,1,2,1,1,14,0,1,19,12,14,1,1,2,1,2,3,2,1,1,1,12,55000,-2,12,14,49,80,1,1,-2,2
86,5,3,16,-1,-1,2,1,-1,2,-1,0,3,0,0,0,0,-1,2,2,14,0,2,18,14,8,1,1,2,0,0,4,1,8,1,5,5,45000,-2,14,16, , ,0,0,-2,-6
69,5,0,2,-1,-1,0,1,-1,2,-1,0,12,0,0,0,0,-1,0,9,97,0,0,6,98,98,3,2,0,0,9,15,7,0,8,7,11,6500,-2, , , , , , , , 
23,1,0,8,-1,24,0,1,-1,2,-1,0,3,1,0,0,0,-1,3,2,11,0,0,8,97,97,1,1,1,0,2,9,0,8,1,2,12,9000,-2,11,8, ,24,0,0,3, 
80,5,0,7,-1,-1,0,1,-1,2,-1,0,12,0,0,0,0,-1,0,2,97,0,1,6,99,99,2,2,0,0,0,0,7,0,2,5,9,6500,-2, , , , , , , , 
47,3,0,8,-1,-1,0,1,-1,1,40,0,6,0,0,0,0,-1,1,3,8,0,1,11,12,12,1,1,0,0,0,7,0,1,2,8,10,16250,-2,8,8, ,40,0,1,0,0
34,2,0,9,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,0,1,97,0,2,9,97,97,4,0,0,0,1,5,7,0,2,7,1,11250,-2, , , , , , , , 
19,1,0,10,-1,40,0,1,-1,1,-1,0,1,0,0,0,0,-1,2,1,9,12,0,13,10,11,1,1,0,0,1,2,0,7,3,1,10,21250,18750,10,9,40, ,1,0,1,1
44,3,2,13,.25,-1,2,2,.75,2,-1,0,1,1,1,1,1,.5,0,2,97,15,2,15,8,97,3,1,0,1,2,5,7,0,2,3,7,27500,27500, , , , , , , , 
26,1,1,12,.333333333333333,40,1,3,2.33333333333333,1,-1,0,4,1,1,1,1,2,0,3,97,16,2,19,14,14,5,1,0,0,2,3,7,0,2,1,2,55000,32500, , , , , , , ,0
41,3,2,16,3,45,2,3,3,1,-1,0,3,1,1,1,0,0,0,1,97,15,0,16,12,97,5,1,2,0,2,4,7,0,1,1,5,32500,27500, , , , , , , , 
84,5,0,6,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,0,3,97,0,2,98,98,99,2,0,0,0,0,5,7,0,8,5,9,-2,-2, , , , , , , , 
55,4,1,12,-1,52,1,1,-1,1,46,0,4,0,0,0,0,-1,1,1,12,15,0,19,4,98,1,1,0,0,3,13,1,1,2,1,11,55000,27500,12,12,52,46,1,1,0, 
38,2,4,16,15,48,2,5,18,1,40,13,-1,1,1,1,1,3,1,2,16,20,1,23,12,16,1,0,2,0,2,1,3,1,1,1,5,110000,67500,16,16,48,40,1,1,0,4
24,1,1,12,-1,-1,1,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,16,2,16,12,10,4,2,2,1,2,1,7,0,1,4,9,32500,32500, , , , , , , ,-2
63,5,4,18,-1,-1,2,1,-1,1,-1,0,-1,0,0,0,0,-1,0,1,97,0,1,15,16,14,3,0,3,0,0,2,7,0,1,5,7,27500,-2, , , , , , , ,-2
41,3,0,11,-1,48,0,1,-1,1,-1,0,-1,1,0,0,0,-1,0,2,97,17,1,17,98,98,3,0,0,8,2,3,7,0,2,1,10,37500,37500, , , , , , , , 
40,3,0,12,-1,-1,0,1,-1,2,40,0,4,0,0,0,0,-1,1,2,11,0,0,14,11,98,1,1,0,0,2,6,0,1,2,7,1,23750,-2,11,12,40, ,1,0,-1, 
56,4,1,11,-1,40,1,1,-1,2,-1,0,2,1,0,0,0,-1,0,2,97,12,0,12,11,10,3,8,2,0,2,11,7,0,1,1,2,18750,18750, , , , , , , ,-1
27,1,4,16,2,30,2,3,2,1,-1,0,1,1,1,1,0,0,0,2,97,12,0,12,18,18,5,1,3,0,2,2,7,0,1,1,6,18750,18750, , , , , , , ,0
50,4,4,18,3,40,2,4,8,2,-1,1,1,1,1,1,1,5,0,1,97,18,0,18,12,9,3,2,1,0,1,6,7,0,1,1,10,45000,45000, , , , , , , ,-3
22,1,0,8,.333333333333333,-1,0,2,.833333333333333,2,-1,1,2,0,1,1,1,.5,0,1,97,2,1,9,98,11,5,1,0,1,1,6,7,0,2,3,7,11250,2000, , , , , , , , 
26,1,2,18,-3,25,2,9,-3,2,-1,99,-1,1,9,9,9,-3,0,2,97,8,1,8,12,13,5,0,1,2,2,1,7,0,1,2,2,9000,9000, , , , , , , ,1
44,3,1,14,1,60,1,2,1,2,40,0,4,1,1,1,0,0,3,2,14,14,2,18,97,97,1,1,1,1,1,11,1,1,1,1,5,45000,23750,14,14,40,60,1,1,0, 
76,5,0,9,-1,-1,0,1,-1,2,-1,0,3,0,0,0,0,-1,0,1,97,0,0,14,97,98,2,1,2,0,0,9,7,0,1,5,3,23750,-2, , , , , , , , 
26,1,1,13,21,40,1,5,38,1,-1,1,-1,1,1,1,1,17,0,2,97,13,2,13,98,14,3,0,2,1,2,1,7,0,1,1,4,21250,21250, , , , , , , , 
39,2,4,15,6,32,2,4,10,1,-1,22,2,1,1,1,1,4,1,1,14,22,0,22,12,13,1,2,2,0,9,1,1,7,1,1,6,100000,100000,15,14,32, ,1,0,1,1
61,5,4,18,-1,-1,2,1,-1,2,40,0,1,0,0,0,0,-1,2,1,16,0,1,22,10,97,1,8,8,0,1,11,3,1,1,7,5,100000,-2,16,18,40, ,1,0,-2, 
56,4,4,18,-1,60,2,1,-1,1,-1,0,-1,0,0,0,0,-1,1,2,20,17,2,19,13,20,1,0,1,1,2,7,4,8,1,1,3,55000,37500,18,20,60, ,1,0,-2,7
50,4,1,12,0,-1,1,4,10,2,-1,1,0,1,0,1,1,10,0,2,97,0,0,4,16,97,3,8,1,0,0,1,7,0,1,8,4,4500,-2, , , , , , , , 
61,5,0,8,-1,36,0,1,-1,2,-1,0,2,1,0,0,0,-1,0,2,97,13,0,13,98,97,4,2,1,0,1,2,7,0,1,1,9,21250,21250, , , , , , , , 
35,2,3,16,10,40,2,5,20,2,50,1,3,1,1,1,1,10,1,1,16,17,1,22,14,16,1,8,0,1,2,3,3,1,2,1,4,100000,37500,16,16,50,40,1,1,0,2
39,2,4,20,.5,6,2,2,.5,1,-1,0,1,1,1,1,0,0,2,2,20,9,0,20,18,16,1,1,1,0,1,4,4,7,1,2,2,67500,11250,20,20,6, ,0,0,0,-2
28,1,4,18,-3,40,2,9,-3,2,-1,99,-1,1,9,9,9,-3,0,1,97,19,1,19,18,97,5,0,0,8,2,3,7,0,2,1,4,55000,55000, , , , , , , , 
47,3,0,11,-1,40,0,1,-1,2,40,0,1,0,0,0,0,-1,2,2,14,8,0,18,12,12,1,1,2,0,2,4,2,1,1,1,1,45000,9000,14,11,40,40,1,1,3,0
37,2,1,12,-1,60,1,1,-1,1,-1,0,2,0,0,0,0,-1,2,2,14,20,2,20,12,12,1,1,3,8,2,2,1,7,1,1,2,67500,67500,12,14,60, ,1,0,-2,0
40,3,3,15,.166666666666667,-1,2,3,1.16666666666667,2,70,1,3,1,1,1,1,1,2,2,12,10,0,23,16,12,1,1,2,0,1,4,1,1,1,7,12,110000,13750,12,15,70, ,1,0,-3,-4
42,3,1,12,-1,48,1,1,-1,1,-1,0,5,0,0,0,0,-1,0,3,97,6,3,12,12,97,5,2,2,1,2,0,7,0,1,1,6,18750,6500, , , , , , , , 
43,3,1,12,7,10,1,4,9,2,70,1,1,1,1,1,1,2,2,2,20,13,0,23,12,10,1,1,3,0,2,2,4,1,1,2,11,110000,21250,20,12,70,10,1,0,8,-2
76,5,1,13,-1,-1,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,1,97,0,2,10,8,97,3,1,1,0,1,6,7,0,1,5,8,13750,-2, , , , , , , , 
78,5,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,0,2,10,8,8,2,0,1,0,1,0,7,0,1,5,6,13750,-2, , , , , , , ,0
39,2,1,12,1,-1,1,2,1,2,-1,0,-1,1,1,1,0,0,0,2,97,0,1,9,12,12,3,0,1,0,1,4,7,0,1,7,12,11250,-2, , , , , , , ,0
24,1,1,12,2,-1,1,3,3,1,30,0,-1,1,1,1,1,1,3,2,8,99,2,17,97,97,1,0,0,0,1,7,0,2,2,7,4,37500,-2,12,8, ,30,0,0,4, 
37,2,1,10,.5,-1,1,4,5.5,1,-1,1,4,1,1,1,1,5,0,2,97,11,0,11,16,97,4,1,0,0,2,2,7,0,2,7,1,16250,16250, , , , , , , , 
44,3,1,12,.166666666666667,40,1,4,6.16666666666667,1,-1,0,-1,1,1,1,1,6,0,2,97,16,1,16,12,12,3,0,0,1,2,2,7,0,8,1,7,32500,32500, , , , , , , ,0
37,2,3,15,1.5,32,2,4,6.5,2,40,1,-1,1,1,1,1,5,2,2,20,5,1,18,15,16,1,0,8,1,1,1,3,1,1,2,11,45000,5500,20,15,40,32,1,0,5,1
51,4,1,12,-1,-1,1,1,-1,2,42,0,2,0,0,0,0,-1,1,2,15,0,1,18,8,8,1,1,1,0,1,3,1,1,1,7,11,45000,-2,15,12,42, ,1,0,3,0
27,1,3,16,3,45,2,4,6,1,40,98,3,1,1,1,1,3,1,1,16,18,2,20,14,16,1,1,2,2,1,3,3,1,1,1,9,67500,45000,16,16,45,40,1,1,0,2
63,5,1,12,-1,-1,1,1,-1,2,16,0,6,0,0,0,0,-1,3,2,12,0,0,15,9,98,1,1,1,0,9,10,1,2,1,7,7,27500,-2,12,12,16, ,0,0,0, 
99,5,1,13,.166666666666667,40,1,2,.166666666666667,2,40,0,-1,1,1,1,0,0,2,1,12,0,1,24,15,97,1,0,9,8,1,2,1,1,1,1,99,-1,-2,12,13,40,40,1,1,-1, 
75,5,1,12,1,-1,1,5,15,1,-1,0,-1,0,1,1,1,14,1,1,12,0,1,15,12,7,1,0,1,0,1,6,1,5,1,5,7,27500,-2,12,12, , ,0,0,0,-5
58,4,1,12,-1,40,1,1,-1,1,38,0,3,0,0,0,0,-1,1,1,12,20,1,20,12,8,1,1,1,2,2,1,1,1,1,1,11,67500,67500,12,12,40,38,1,1,0,-4
58,4,1,12,-1,28,1,1,-1,2,40,0,-1,0,0,0,0,-1,1,1,17,24,2,24,10,12,1,0,9,2,1,6,4,1,1,2,6,-1,-1,17,12,40,28,1,0,5,2
41,3,0,11,15,20,0,5,27,2,42,0,5,0,1,1,1,12,1,1,11,7,2,18,98,98,1,8,0,2,1,7,0,1,2,2,4,45000,7500,11,11,42,20,1,0,0, 
52,4,1,12,10,37,1,4,10,2,-1,0,2,1,1,1,0,0,0,2,97,15,2,15,8,3,3,1,3,2,3,6,7,0,1,1,6,27500,27500, , , , , , , ,-5
53,4,3,16,5,50,2,5,45,1,-1,16,-1,1,1,1,1,40,0,2,97,18,2,18,12,10,4,0,2,2,1,3,7,0,1,1,6,45000,45000, , , , , , , ,-2
74,5,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,0,1,14,8,5,2,0,2,0,9,4,7,0,1,7,3,23750,-2, , , , , , , ,-3
26,1,4,18,5,40,2,4,6,2,40,1,2,1,1,1,1,1,1,2,12,18,0,20,16,12,1,1,3,0,2,1,1,1,1,1,4,67500,45000,12,18,40,40,1,1,-6,-4
30,2,1,12,.333333333333333,50,1,3,2.33333333333333,2,-1,0,2,1,1,1,1,2,0,2,97,15,0,15,14,97,4,1,0,0,2,4,7,0,2,1,11,27500,27500, , , , , , , , 
73,5,4,20,-1,-1,2,1,-1,1,-1,0,-1,0,0,0,0,-1,2,2,14,0,2,20,97,8,1,0,2,0,0,7,2,7,1,5,10,67500,-2,20,14, , ,0,0,6, 
18,1,0,11,-1,15,0,1,-1,2,-1,0,-1,1,0,0,0,-1,0,2,97,5,2,17,14,12,5,0,0,1,2,3,7,0,3,2,11,37500,5500, , , , , , , ,-2
21,1,0,14,2,-1,0,4,8,1,-1,2,2,1,1,1,1,6,0,1,97,0,0,9,14,97,5,1,0,0,0,2,7,0,3,6,1,11250,-2, , , , , , , , 
34,2,0,11,-1,-1,0,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,10,1,19,12,97,3,0,0,1,2,1,7,0,2,3,5,55000,13750, , , , , , , , 
25,1,3,14,-1,40,2,1,-1,1,-1,0,-1,1,0,0,0,-1,2,2,14,10,2,12,14,14,1,0,1,1,1,3,1,7,1,1,10,18750,13750,14,14,40, ,1,0,0,0
37,2,1,11,-1,40,1,1,-1,2,54,0,1,0,0,0,0,-1,1,1,9,15,2,18,6,1,1,1,0,2,1,8,0,1,3,1,4,45000,27500,9,11,54,40,1,1,-2,-5
53,4,1,12,-1,-1,1,1,-1,1,40,0,4,0,0,0,0,-1,1,2,16,0,0,16,7,6,1,1,3,0,1,9,3,1,1,3,11,32500,-2,12,16, ,40,0,1,-4,-1
44,3,0,11,-1,48,0,1,-1,1,-1,0,-1,0,0,0,0,-1,2,2,10,8,1,8,13,6,1,0,1,1,1,3,0,7,1,1,10,9000,9000,11,10,48, ,1,0,1,-7
39,2,4,16,10,40,2,5,12,2,-1,1,0,1,1,1,1,2,0,2,97,11,0,16,16,18,3,2,1,0,2,1,7,0,1,1,3,32500,16250, , , , , , , ,2
45,3,1,13,1,15,1,3,2,2,-1,11,2,1,1,1,1,1,2,2,16,2,1,8,98,12,1,1,0,1,1,2,2,6,2,2,7,9000,2000,16,13, ,15,0,0,3, 
61,5,1,15,6,-1,1,5,16,1,-1,1,5,1,1,1,1,10,1,2,16,20,2,20,12,12,1,8,3,0,0,1,3,7,1,5,12,67500,67500,15,16, , ,0,0,-1,0
56,4,1,14,-1,40,1,1,-1,1,40,0,-1,1,0,0,0,-1,1,2,14,10,2,17,10,12,1,0,0,2,2,1,1,1,2,1,8,37500,13750,14,14,40,40,1,1,0,2
21,1,0,11,0,39,0,2,.5,1,40,0,-1,1,0,1,1,.5,2,2,98,10,2,11,98,98,1,0,0,1,3,4,8,1,3,2,1,16250,13750,11, ,39,40,0,1, , 
36,2,2,14,-1,36,2,1,-1,2,-1,0,3,1,0,0,0,-1,0,2,97,16,0,16,14,8,4,2,1,0,2,2,7,0,1,1,6,32500,32500, , , , , , , ,-6
42,3,0,9,-1,-1,0,1,-1,1,-1,0,6,0,0,0,0,-1,0,2,97,0,0,10,0,97,3,2,1,0,0,10,7,0,1,8,7,13750,-2, , , , , , , , 
27,1,1,13,-1,75,1,1,-1,1,-1,0,2,0,0,0,0,-1,0,2,97,15,1,18,98,98,4,2,0,1,2,2,7,0,2,1,5,45000,27500, , , , , , , , 
19,1,0,11,0,-1,0,4,6,1,-1,1,-1,1,0,1,1,6,0,3,97,1,3,14,9,97,5,0,0,1,3,2,7,0,3,4,12,23750,500, , , , , , , , 
40,3,2,14,3,55,2,5,28,1,-1,31,-1,1,1,1,1,25,0,2,97,17,1,17,2,6,5,0,0,2,1,7,7,0,2,1,9,37500,37500, , , , , , , ,4
73,5,4,18,3,40,2,3,4,1,-1,1,1,1,1,1,1,1,1,1,16,24,0,24,14,5,1,1,2,0,1,0,3,5,1,1,8,-1,-1,18,16,40, ,1,0,2,-9
40,3,4,20,1.5,40,2,4,4.5,1,-1,1,4,1,1,1,1,3,1,2,14,22,0,23,14,20,1,1,2,0,3,1,1,7,1,1,4,110000,100000,20,14,40, ,1,0,6,6
78,5,0,11,-1,-1,0,1,-1,1,-1,0,4,0,0,0,0,-1,2,2,10,0,2,16,98,98,1,1,2,0,2,4,0,7,1,5,1,32500,-2,11,10, , ,0,0,1, 
39,2,1,12,-1,40,1,1,-1,2,-1,0,0,1,0,0,0,-1,0,1,97,10,2,10,12,97,3,2,1,1,1,2,7,0,1,1,8,13750,13750, , , , , , , , 
43,3,0,9,-1,-1,0,1,-1,2,48,0,-1,0,0,0,0,-1,3,3,12,8,1,19,97,97,1,0,0,0,3,9,1,1,2,7,1,55000,9000,12,9,48, ,1,0,3, 
41,3,0,9,-1,40,0,1,-1,1,-1,0,-1,0,0,0,0,-1,1,2,9,14,1,14,0,0,1,0,1,2,1,3,0,6,1,1,2,23750,23750,9,9,40, ,1,0,0,0
59,4,1,15,15,50,1,5,15,1,40,0,3,1,1,1,0,0,1,1,14,19,0,21,12,9,1,2,2,0,2,3,1,1,1,1,3,82500,55000,15,14,50,40,1,1,1,-3
50,4,0,11,-1,15,0,1,-1,2,-1,0,1,0,0,0,0,-1,1,1,16,20,1,20,97,97,1,1,1,1,1,1,3,8,1,1,12,67500,67500,16,11, ,15,0,1,5, 
18,1,0,12,.5,-1,0,2,1,1,-1,0,-1,1,1,1,1,.5,0,3,97,0,2,20,16,16,5,0,0,0,1,2,7,0,3,6,1,67500,-2, , , , , , , ,0
53,4,3,17,8,40,2,5,12,2,40,1,2,1,1,1,1,4,1,1,17,20,0,23,12,12,1,8,1,0,1,5,3,1,1,1,2,110000,67500,17,17,40,40,1,1,0,0
42,3,4,16,-3,8,2,9,-3,2,50,99,1,1,9,9,9,-3,2,2,19,3,0,23,16,16,1,1,2,0,2,3,4,1,1,2,8,110000,3500,19,16,50,8,1,0,3,0
43,3,3,16,15,40,2,5,25,2,-1,1,99,1,1,1,1,10,0,2,97,21,1,22,14,14,3,1,0,1,2,11,7,0,2,1,2,100000,82500, , , , , , , ,0
30,2,4,16,-1,40,2,1,-1,2,-1,0,0,0,0,0,0,-1,0,2,97,2,2,15,16,18,5,2,1,2,2,1,7,0,1,1,1,27500,2000, , , , , , , ,2
70,5,1,12,-1,-1,1,1,-1,1,-1,0,3,0,0,0,0,-1,0,2,97,0,2,16,9,97,5,2,1,0,0,0,7,0,1,5,12,32500,-2, , , , , , , , 
36,2,1,15,.5,40,1,4,6.5,2,-1,1,-1,1,1,1,1,6,0,2,97,11,1,11,12,20,5,0,1,1,2,5,7,0,1,1,5,16250,16250, , , , , , , ,8
63,5,4,20,4,-1,2,5,34,1,-1,9,-1,1,1,1,1,30,0,2,97,0,1,19,9,0,3,0,1,0,0,1,7,0,1,5,5,55000,-2, , , , , , , ,-9
32,2,3,16,.5,50,2,3,3.5,2,99,11,3,1,1,1,1,3,1,2,12,3,0,13,16,16,1,1,3,0,1,1,1,1,1,1,6,21250,3500,12,16, ,50,1,1,-4,0
80,5,4,16,-1,-1,2,1,-1,1,-1,0,1,0,0,0,0,-1,1,1,13,0,0,24,12,16,1,1,1,0,1,1,1,5,1,5,10,-1,-2,16,13, , ,0,0,3,4
86,5,3,16,-1,-1,2,1,-1,1,-1,0,5,0,0,0,0,-1,2,2,14,0,1,13,14,15,1,2,2,0,2,1,1,5,1,5,3,21250,-2,16,14, , ,0,0,2,1
50,4,3,15,1,40,2,2,1,2,60,0,3,1,1,1,0,0,1,1,16,16,0,21,10,9,1,1,3,0,2,1,3,1,1,1,8,82500,32500,16,15,60,40,1,1,1,-1
51,4,4,20,7,80,2,5,12,1,-1,1,-1,1,1,1,1,5,0,2,97,18,1,18,12,12,3,0,1,2,1,3,7,0,1,1,4,45000,45000, , , , , , , ,0
28,1,1,14,1,63,1,3,1.25,1,-1,0,1,1,1,1,1,.25,0,2,97,18,0,18,8,11,5,1,0,0,1,2,7,0,2,1,6,45000,45000, , , , , , , ,3
24,1,1,14,-1,44,1,1,-1,1,40,0,2,0,0,0,0,-1,2,2,12,16,0,18,12,16,1,1,2,0,4,2,1,1,1,1,6,45000,32500,14,12,44,40,1,1,2,4
32,2,1,17,2,42,1,3,3.5,2,40,2,1,1,1,1,1,1.5,2,2,12,16,0,20,13,18,1,1,2,0,2,1,1,1,1,1,4,67500,32500,12,17,40,42,1,1,-5,5
22,1,8,12,-1,40, ,1,-1,2,40,0,-1,1,0,0,0,-1,1,2,13,10,2,13,97,12,1,0,0,1,1,1,1,1,2,1,1,21250,13750,13,12,40,40,1,1,1, 
40,3,2,15,-1,-1,2,1,-1,2,-1,0,1,0,0,0,0,-1,1,1,13,0,1,17,97,8,1,1,1,0,1,5,2,3,1,7,7,37500,-2,13,15, , ,0,0,-2, 
25,1,3,16,-1,35,2,1,-1,2,-1,0,2,0,0,0,0,-1,0,1,97,12,0,12,12,20,5,8,1,0,1,4,7,0,1,1,4,18750,18750, , , , , , , ,8
78,5,0,10,-1,-1,0,1,-1,2,-1,0,2,0,0,0,0,-1,0,1,97,0,0,8,98,98,2,1,1,0,0,2,7,0,1,5,12,9000,-2, , , , , , , , 
49,3,1,12,5,37,1,4,5,2,-1,0,4,1,1,1,0,0,0,2,97,15,0,15,12,11,3,1,0,0,1,3,7,0,2,1,7,27500,27500, , , , , , , ,-1
